1570783267.572309|SWI|PID MISMATCH FIX|
1570850528.380518|SLEEP|WILLSLEEP|
1570850532.360984|M|mt_stop11|
1570850532.361261|M|unregister magic trackpad 2|
1570851311.537469|M|mt_stop2|
1570851311.537673|M|unregister magic trackpad 2|
1570852025.786210|LAUNCH|DIDLaunch START|
1570852025.791390|SYS|Running on macOS: 10.14.6|
1570852025.791415|SYS|BTT Version: 3.202|
1570852025.791452|SYS|Device: MacBookPro15,2|
1570852025.840515|usage|loading todays usage|
1570852025.853021|short|init|
1570852025.854086|STORE|The store already exists in udefs|
1570852025.854164|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570852025.865055|LIC|idate 2019-09-30 08:00:36 +0000|
1570852025.870320|LIC|closing previous instance of BetterTouchTool relaunch|
1570852025.876282|LIC|license appears to be valid|
1570852025.877082|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
    TransactionID = "39422015-chreb48eb62a14f-6ce7abad5e";
}|
1570852025.877136|LIC|systemdate 2019-09-13 07:39:16 +0000|
1570852025.877144|LIC|using date 1568360356|
1570852025.877166|lic|newest date 2019-09-13 07:39:16 +0000|
1570852025.877172|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570852025.878664|lic|newest date 2019-09-13 07:39:16 +0000|
1570852025.878677|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570852025.878817|LIC|License is valid for this version|
1570852025.892419|lic|newest date 2019-09-13 07:39:16 +0000|
1570852025.892436|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570852025.906902|xw|is trusted|
1570852025.923422|short|call sharedInstance4|
1570852025.987010|M|mt_stop10|
1570852026.592689|lic|newest date 2019-09-13 07:39:16 +0000|
1570852026.592710|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570852026.594120|START|TB VISIBLE 0|
1570852026.594135|START|TB FORCED HIDDEN 0|
1570852026.597089|LAUNCH|DIDLaunch END frontmostApp: com.apple.loginwindow, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
1570852026.613813|lic|newest date 2019-09-13 07:39:16 +0000|
1570852026.613829|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570852026.634040|SLEEP|FORCESHOWAFTERSLEEP2|
1570852026.634062|TB|Force show Touch Bar|
1570852026.762469|SLEEP|FORCESHOWAFTERSLEEP3|
1570852026.762488|TB|Force show Touch Bar|
1570852027.446124|M|mt_stop2|
1570852027.447055|ASL|Bonjour Service Published: domain(local.) type(_bttremote._tcp.) name(McDiTo) port(50675)|
1570852027.447385|M|register touchbar mbp trackpad|
1570852027.447405|M|register internal trackpad|
1570852027.447591|STDEV|68|
1570852027.615603|M|mt_stop2|
1570852027.617207|M|unregister magic trackpad 2|
1570852027.618904|M|register touchbar mbp trackpad|
1570852027.618944|M|register internal trackpad|
1570852027.619107|STDEV|68|
1570852028.178503|SLEEP|WILLSLEEP|
1570852032.568431|M|mt_stop11|
1570852032.570622|M|unregister magic trackpad 2|
1570852106.264879|M|mt_stop2|
1570852106.265174|M|unregister internal trackpad|
1570852808.929719|LAUNCH|DIDLaunch START|
1570852808.934405|SYS|Running on macOS: 10.14.6|
1570852808.934427|SYS|BTT Version: 3.202|
1570852808.934464|SYS|Device: MacBookPro15,2|
1570852808.973509|usage|loading todays usage|
1570852808.983889|short|init|
1570852808.984774|STORE|The store already exists in udefs|
1570852808.984830|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570852808.993831|LIC|idate 2019-09-30 08:00:36 +0000|
1570852809.001825|LIC|closing previous instance of BetterTouchTool relaunch|
1570852809.009736|LIC|license appears to be valid|
1570852809.010736|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
    TransactionID = "39422015-chreb48eb62a14f-6ce7abad5e";
}|
1570852809.010795|LIC|systemdate 2019-09-13 07:39:16 +0000|
1570852809.010806|LIC|using date 1568360356|
1570852809.010832|lic|newest date 2019-09-13 07:39:16 +0000|
1570852809.010839|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570852809.012708|lic|newest date 2019-09-13 07:39:16 +0000|
1570852809.012732|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570852809.012931|LIC|License is valid for this version|
1570852809.026044|lic|newest date 2019-09-13 07:39:16 +0000|
1570852809.026059|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570852809.039695|xw|is trusted|
1570852809.055156|short|call sharedInstance4|
1570852809.116327|M|mt_stop10|
1570852809.615009|lic|newest date 2019-09-13 07:39:16 +0000|
1570852809.615030|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570852809.616456|START|TB VISIBLE 0|
1570852809.616472|START|TB FORCED HIDDEN 0|
1570852809.619320|LAUNCH|DIDLaunch END frontmostApp: com.apple.loginwindow, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
1570852809.634012|lic|newest date 2019-09-13 07:39:16 +0000|
1570852809.634028|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570852809.654643|SLEEP|FORCESHOWAFTERSLEEP2|
1570852809.654685|TB|Force show Touch Bar|
1570852810.062414|SLEEP|FORCESHOWAFTERSLEEP3|
1570852810.062437|TB|Force show Touch Bar|
1570852810.591983|ASL|Bonjour Service Published: domain(local.) type(_bttremote._tcp.) name(McDiTo) port(50675)|
1570852810.592606|M|mt_stop2|
1570852810.593352|M|register touchbar mbp trackpad|
1570852810.593374|M|register internal trackpad|
1570852810.593483|STDEV|68|
1570852811.670281|M|mt_stop2|
1570852811.672524|M|unregister magic trackpad 2|
1570852811.675373|M|register touchbar mbp trackpad|
1570852811.675416|M|register internal trackpad|
1570852811.675623|STDEV|68|
1570852811.894629|SLEEP|WILLSLEEP|
1570852815.695978|M|mt_stop11|
1570852815.698184|M|unregister magic trackpad 2|
1570853818.343663|LAUNCH|DIDLaunch START|
1570853818.349755|SYS|Running on macOS: 10.14.6|
1570853818.349784|SYS|BTT Version: 3.202|
1570853818.349818|SYS|Device: MacBookPro15,2|
1570853818.402186|usage|loading todays usage|
1570853818.413676|short|init|
1570853818.414673|STORE|The store already exists in udefs|
1570853818.414735|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570853818.425977|LIC|idate 2019-09-30 08:00:36 +0000|
1570853818.433472|LIC|closing previous instance of BetterTouchTool relaunch|
1570853818.444716|LIC|license appears to be valid|
1570853818.446006|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
    TransactionID = "39422015-chreb48eb62a14f-6ce7abad5e";
}|
1570853818.446100|LIC|systemdate 2019-09-13 07:39:16 +0000|
1570853818.446113|LIC|using date 1568360356|
1570853818.446146|lic|newest date 2019-09-13 07:39:16 +0000|
1570853818.446156|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570853818.448662|lic|newest date 2019-09-13 07:39:16 +0000|
1570853818.448690|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570853818.448897|LIC|License is valid for this version|
1570853818.469437|lic|newest date 2019-09-13 07:39:16 +0000|
1570853818.469471|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570853818.494644|xw|is trusted|
1570853818.524098|short|call sharedInstance4|
1570853818.530603|SEC|SecureInputActive com.apple.loginwindow 94|
1570853818.605739|M|mt_stop10|
1570853818.607860|M|register touchbar mbp trackpad|
1570853818.607887|M|register internal trackpad|
1570853818.608055|STDEV|68|
1570853819.179662|lic|newest date 2019-09-13 07:39:16 +0000|
1570853819.179687|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570853819.181344|START|TB VISIBLE 0|
1570853819.181359|START|TB FORCED HIDDEN 0|
1570853819.184501|LAUNCH|DIDLaunch END frontmostApp: com.apple.loginwindow, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
1570853819.202990|lic|newest date 2019-09-13 07:39:16 +0000|
1570853819.203007|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570853819.230403|SLEEP|FORCESHOWAFTERSLEEP2|
1570853819.230445|TB|Force show Touch Bar|
1570853819.384380|SLEEP|FORCESHOWAFTERSLEEP3|
1570853819.384402|TB|Force show Touch Bar|
1570853820.044240|M|mt_stop2|
1570853820.045752|M|unregister magic trackpad 2|
1570853820.046462|ASL|Bonjour Service Published: domain(local.) type(_bttremote._tcp.) name(McDiTo) port(50675)|
1570853820.046978|M|register touchbar mbp trackpad|
1570853820.047014|M|register internal trackpad|
1570853820.047182|STDEV|68|
1570853820.955534|SEC|SecureInputDisabled com.apple.loginwindow|
1570853821.167025|LOGIN|RESTART AFTER LOGIN|
1570853821.170098|xw|should relaunch|
1570853821.170596|xw|BTTRelaunch found|
1570853821.170650|xw|BTTRelaunch call seems successfull|
1570853821.184574|TERMINATE|SHOULDTERMINATE|
1570853821.534282|LAUNCH|DIDLaunch START|
1570853821.538955|SYS|Running on macOS: 10.14.6|
1570853821.538974|SYS|BTT Version: 3.202|
1570853821.538996|SYS|Device: MacBookPro15,2|
1570853821.579639|usage|loading todays usage|
1570853821.589978|short|init|
1570853821.590898|STORE|The store already exists in udefs|
1570853821.590961|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570853821.600630|LIC|idate 2019-09-30 08:00:36 +0000|
1570853821.606845|LIC|closing previous instance of BetterTouchTool relaunch|
1570853821.612588|LIC|license appears to be valid|
1570853821.613313|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
    TransactionID = "39422015-chreb48eb62a14f-6ce7abad5e";
}|
1570853821.613364|LIC|systemdate 2019-09-13 07:39:16 +0000|
1570853821.613372|LIC|using date 1568360356|
1570853821.613393|lic|newest date 2019-09-13 07:39:16 +0000|
1570853821.613399|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570853821.615038|lic|newest date 2019-09-13 07:39:16 +0000|
1570853821.615050|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570853821.615190|LIC|License is valid for this version|
1570853821.627998|lic|newest date 2019-09-13 07:39:16 +0000|
1570853821.628015|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570853821.643203|xw|is trusted|
1570853821.663368|short|call sharedInstance4|
1570853821.714885|M|mt_stop10|
1570853821.716435|M|register touchbar mbp trackpad|
1570853821.716451|M|register internal trackpad|
1570853821.716689|STDEV|68|
1570853822.238188|lic|newest date 2019-09-13 07:39:16 +0000|
1570853822.238207|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570853822.239612|START|TB VISIBLE 0|
1570853822.239628|START|TB FORCED HIDDEN 0|
1570853822.242720|LAUNCH|DIDLaunch END frontmostApp: org.qbittorrent.qBittorrent, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
1570853822.261840|lic|newest date 2019-09-13 07:39:16 +0000|
1570853822.261859|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570853822.270287|SLEEP|FORCESHOWAFTERSLEEP2|
1570853822.270309|TB|Force show Touch Bar|
1570853822.396042|SLEEP|FORCESHOWAFTERSLEEP3|
1570853822.396067|TB|Force show Touch Bar|
1570853823.216420|M|mt_stop2|
1570853823.217014|ASL|Bonjour Service Published: domain(local.) type(_bttremote._tcp.) name(McDiTo) port(50675)|
1570853823.217963|M|unregister magic trackpad 2|
1570853823.219105|M|register touchbar mbp trackpad|
1570853823.219130|M|register internal trackpad|
1570853823.219269|STDEV|68|
1570853924.041903|SWI|PID MISMATCH FIX|
1570854159.764389|SWI|PID MISMATCH FIX|
1570854422.081109|lic|newest date 2019-09-13 07:39:16 +0000|
1570854422.081137|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570854470.565798|SWI|PID MISMATCH FIX|
1570854483.776717|SWI|PID MISMATCH FIX|
1570854559.823848|SWI|PID MISMATCH FIX|
1570854561.924139|SWI|PID MISMATCH FIX|
1570854684.486140|SWI|PID MISMATCH FIX|
1570854909.859429|SWI|PID MISMATCH FIX|
1570855504.048017|SWI|PID MISMATCH FIX|
1570855604.269107|SWI|PID MISMATCH FIX|
1570856256.057254|SWI|PID MISMATCH FIX|
1570856556.056530|SWI|PID MISMATCH FIX|
1570856655.796488|SWI|PID MISMATCH FIX|
1570856733.927586|SWI|PID MISMATCH FIX|
1570856801.824839|SWI|PID MISMATCH FIX|
1570857508.021164|LOGIN|RESTART AFTER LOGIN|
1570857508.022599|xw|should relaunch|
1570857508.022791|xw|BTTRelaunch found|
1570857508.022810|xw|BTTRelaunch call seems successfull|
1570857508.034414|TERMINATE|SHOULDTERMINATE|
1570857508.491373|LAUNCH|DIDLaunch START|
1570857508.497421|SYS|Running on macOS: 10.14.6|
1570857508.497446|SYS|BTT Version: 3.202|
1570857508.497476|SYS|Device: MacBookPro15,2|
1570857508.543189|usage|loading todays usage|
1570857508.556121|short|init|
1570857508.559276|STORE|The store already exists in udefs|
1570857508.559349|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570857508.570906|LIC|idate 2019-09-30 08:00:36 +0000|
1570857508.576298|LIC|closing previous instance of BetterTouchTool relaunch|
1570857508.582055|LIC|license appears to be valid|
1570857508.582824|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
    TransactionID = "39422015-chreb48eb62a14f-6ce7abad5e";
}|
1570857508.582883|LIC|systemdate 2019-09-13 07:39:16 +0000|
1570857508.582896|LIC|using date 1568360356|
1570857508.582928|lic|newest date 2019-09-13 07:39:16 +0000|
1570857508.582938|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570857508.584509|lic|newest date 2019-09-13 07:39:16 +0000|
1570857508.584525|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570857508.584658|LIC|License is valid for this version|
1570857508.598072|lic|newest date 2019-09-13 07:39:16 +0000|
1570857508.598088|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570857508.615404|xw|is trusted|
1570857508.633480|short|call sharedInstance4|
1570857508.695498|M|mt_stop10|
1570857508.696862|M|register touchbar mbp trackpad|
1570857508.696879|M|register internal trackpad|
1570857508.696997|STDEV|68|
1570857509.375247|lic|newest date 2019-09-13 07:39:16 +0000|
1570857509.375268|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570857509.376747|START|TB VISIBLE 0|
1570857509.376763|START|TB FORCED HIDDEN 0|
1570857509.380042|LAUNCH|DIDLaunch END frontmostApp: com.google.Chrome, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
1570857509.398757|lic|newest date 2019-09-13 07:39:16 +0000|
1570857509.398774|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570857509.421582|SLEEP|FORCESHOWAFTERSLEEP2|
1570857509.421607|TB|Force show Touch Bar|
1570857509.568172|SLEEP|FORCESHOWAFTERSLEEP3|
1570857509.568192|TB|Force show Touch Bar|
1570857510.327397|M|mt_stop2|
1570857510.328731|M|unregister magic trackpad 2|
1570857510.329663|M|register touchbar mbp trackpad|
1570857510.329678|M|register internal trackpad|
1570857510.329806|STDEV|68|
1570857510.330791|ASL|Bonjour Service Published: domain(local.) type(_bttremote._tcp.) name(McDiTo) port(50675)|
1570858109.033817|lic|newest date 2019-09-13 07:39:16 +0000|
1570858109.033847|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570859204.977105|SWI|PID MISMATCH FIX|
1570861880.963963|SWI|PID MISMATCH FIX|
1570861919.708255|SWI|PID MISMATCH FIX|
1570862134.753908|SLEEP|WILLSLEEP|
1570862134.768227|xw|disabling touch for internal trackpad (clamshell)|
1570862136.779990|SWI|PID MISMATCH FIX|
1570862139.735527|SWI|PID MISMATCH FIX|
1570862141.268524|SWI|PID MISMATCH FIX|
1570862143.696147|SWI|PID MISMATCH FIX|
1570862145.746537|SWI|PID MISMATCH FIX|
1570862146.764433|SWI|PID MISMATCH FIX|
1570862149.698581|SWI|PID MISMATCH FIX|
1570862151.714392|SWI|PID MISMATCH FIX|
1570862153.676907|SWI|PID MISMATCH FIX|
1570862154.810947|SWI|PID MISMATCH FIX|
1570865389.496495|SWI|PID MISMATCH FIX|
1570865390.707766|lic|newest date 2019-09-13 07:39:16 +0000|
1570865390.707797|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570865390.707962|SWI|PID MISMATCH FIX|
1570865392.294772|M|mt_stop2|
1570865392.296875|M|unregister magic trackpad 2|
1570865393.481092|SWI|PID MISMATCH FIX|
1570865394.870505|SWI|PID MISMATCH FIX|
1570865397.522711|SWI|PID MISMATCH FIX|
1570865399.513794|SWI|PID MISMATCH FIX|
1570865400.547743|SWI|PID MISMATCH FIX|
1570865402.547981|SWI|PID MISMATCH FIX|
1570868633.913481|SWI|PID MISMATCH FIX|
1570868635.228339|SWI|PID MISMATCH FIX|
1570868636.220347|LAUNCH|DIDLaunch START|
1570868636.225273|SYS|Running on macOS: 10.14.6|
1570868636.225294|SYS|BTT Version: 3.202|
1570868636.225320|SYS|Device: MacBookPro15,2|
1570868636.266951|usage|loading todays usage|
1570868636.282093|short|init|
1570868636.285585|STORE|The store already exists in udefs|
1570868636.285709|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570868636.298136|LIC|idate 2019-09-30 08:00:36 +0000|
1570868636.309122|LIC|closing previous instance of BetterTouchTool relaunch|
1570868636.315803|LIC|license appears to be valid|
1570868636.316716|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
    TransactionID = "39422015-chreb48eb62a14f-6ce7abad5e";
}|
1570868636.316775|LIC|systemdate 2019-09-13 07:39:16 +0000|
1570868636.316785|LIC|using date 1568360356|
1570868636.316810|lic|newest date 2019-09-13 07:39:16 +0000|
1570868636.316816|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570868636.318447|lic|newest date 2019-09-13 07:39:16 +0000|
1570868636.318462|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570868636.318600|LIC|License is valid for this version|
1570868636.331397|lic|newest date 2019-09-13 07:39:16 +0000|
1570868636.331415|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570868636.348118|xw|is trusted|
1570868636.363918|short|call sharedInstance4|
1570868636.413249|M|mt_stop10|
1570868636.414546|M|register touchbar mbp trackpad|
1570868636.414577|M|register internal trackpad|
1570868636.414707|STDEV|68|
1570868636.907263|lic|newest date 2019-09-13 07:39:16 +0000|
1570868636.907282|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570868636.908639|START|TB VISIBLE 0|
1570868636.908655|START|TB FORCED HIDDEN 0|
1570868636.911612|LAUNCH|DIDLaunch END frontmostApp: com.apple.loginwindow, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
1570868636.925708|lic|newest date 2019-09-13 07:39:16 +0000|
1570868636.925723|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570868636.935170|SLEEP|FORCESHOWAFTERSLEEP2|
1570868636.935192|TB|Force show Touch Bar|
1570868637.058100|SLEEP|FORCESHOWAFTERSLEEP3|
1570868637.058120|TB|Force show Touch Bar|
1570868637.285577|xw|disabling touch for internal trackpad (clamshell)|
1570868637.812857|ASL|Bonjour Service Published: domain(local.) type(_bttremote._tcp.) name(McDiTo) port(50675)|
1570868637.813353|M|mt_stop2|
1570868637.815217|M|unregister magic trackpad 2|
1570868637.816316|M|register touchbar mbp trackpad|
1570868637.816345|M|register internal trackpad|
1570868637.816508|STDEV|68|
1570869356.211973|SYS|USB DEVICE DISCONNECTED|
1570869356.213281|SYS|USB DEVICE CONNECTED|
1570869356.213314|SYS|USB Connect Count 2|
1570869358.241523|M|mt_stop2|
1570869358.243542|M|unregister magic trackpad 2|
1570869358.245131|M|register touchbar mbp trackpad|
1570869358.245170|M|register internal trackpad|
1570869358.245370|STDEV|68|
1570869358.847545|M|mt_stop2|
1570869358.849607|M|unregister magic trackpad 2|
1570869358.851815|M|register touchbar mbp trackpad|
1570869358.851854|M|register internal trackpad|
1570869358.852066|STDEV|68|
1570869367.367205|SYS|USB DEVICE DISCONNECTED|
1570869367.376721|SYS|USB DEVICE CONNECTED|
1570869367.377035|SYS|USB Connect Count 4|
1570869368.887455|M|mt_stop2|
1570869368.889741|M|unregister magic trackpad 2|
1570869368.896545|M|register touchbar mbp trackpad|
1570869368.896753|M|register internal trackpad|
1570869368.897891|STDEV|68|
1570869369.944305|M|mt_stop2|
1570869369.947355|M|unregister magic trackpad 2|
1570869369.956607|M|register touchbar mbp trackpad|
1570869369.956796|M|register internal trackpad|
1570869369.957804|STDEV|68|
1570869382.045572|SYS|USB DEVICE DISCONNECTED|
1570869382.056230|SYS|USB DEVICE CONNECTED|
1570869382.056531|SYS|USB Connect Count 6|
1570869384.232252|M|mt_stop2|
1570869384.235088|M|unregister magic trackpad 2|
1570869384.245641|M|register touchbar mbp trackpad|
1570869384.245844|M|register internal trackpad|
1570869384.247021|STDEV|68|
1570869384.631252|M|mt_stop2|
1570869384.634431|M|unregister magic trackpad 2|
1570869384.647652|M|register touchbar mbp trackpad|
1570869384.647805|M|register internal trackpad|
1570869384.648688|STDEV|68|
1570871953.703286|LAUNCH|DIDLaunch START|
1570871953.707618|SYS|Running on macOS: 10.14.6|
1570871953.707637|SYS|BTT Version: 3.202|
1570871953.707661|SYS|Device: MacBookPro15,2|
1570871953.750949|usage|loading todays usage|
1570871953.762705|short|init|
1570871953.764239|STORE|The store already exists in udefs|
1570871953.764305|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570871953.773904|LIC|idate 2019-09-30 08:00:36 +0000|
1570871953.779033|LIC|closing previous instance of BetterTouchTool relaunch|
1570871953.785485|LIC|license appears to be valid|
1570871953.786280|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
    TransactionID = "39422015-chreb48eb62a14f-6ce7abad5e";
}|
1570871953.786329|LIC|systemdate 2019-09-13 07:39:16 +0000|
1570871953.786337|LIC|using date 1568360356|
1570871953.786358|lic|newest date 2019-09-13 07:39:16 +0000|
1570871953.786364|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570871953.788095|lic|newest date 2019-09-13 07:39:16 +0000|
1570871953.788112|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570871953.788242|LIC|License is valid for this version|
1570871953.802533|lic|newest date 2019-09-13 07:39:16 +0000|
1570871953.802549|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570871953.817518|xw|is trusted|
1570871953.834144|short|call sharedInstance4|
1570871953.883628|M|mt_stop10|
1570871954.473463|lic|newest date 2019-09-13 07:39:16 +0000|
1570871954.473485|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570871954.474924|START|TB VISIBLE 0|
1570871954.474941|START|TB FORCED HIDDEN 0|
1570871954.478105|LAUNCH|DIDLaunch END frontmostApp: com.apple.loginwindow, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
